message,created_time,id,likes.data,likes.paging.cursors.before,likes.paging.cursors.after,likes.summary.total_count,likes.summary.can_like,likes.summary.has_liked,comments.data,comments.summary.order,comments.summary.total_count,comments.summary.can_comment,likes.paging.next,comments.paging.cursors.before,comments.paging.cursors.after,shares.count
"This is Ron, Ron is an old customer of ours who purchased his very own Beatles painting 🎸. Despite the few years that have gone by, we are still in touch with Ron and are available for any of his needs ☎️. 

The relationship with our customers is our🔝priority. Satisfaction guaranteed no matter if ten years pass or two 🙏🏼. 

We’re here for you if you have any questions or concerns 🙋🏻. Our close relationship with our customers is very meaningful to our studio 💗✨.",2022-06-29T20:21:51+0000,124319427612935_5558590147519142,[],QVFIUkkyRkMzaVdaY2UyVjZAOOHpqZAWtMN1YzLUg0dmVyamlLRzVGdTdIQ1Jhd0g5OGc1NWhWMTFHMjFSckExbUtJamlJcFNUaWJmUF94YmluVDJwOGlZAYlJn,QVFIUnczc1JvZAXAwNkpoZAC1fQTNtVkRLdE1vUzZA5MXNxcERrTFZABbFlTUFEtRHp6N2pJVnU0SzBuM1pSclNVUUdOSnAZD,84,True,False,"[{'created_time': '2022-07-03T15:12:22+0000', 'message': 'I’m an OLD customer who still raves about your masterpieces. Love to share my prized work of art “Rendezvous” aka La Nature es un Temple. And the personal installation/VB vacation for you and your bride. M', 'id': '5558590147519142_794761808373186'}, {'created_time': '2022-09-30T00:43:04+0000', 'message': 'Each of them bring me such joy, every time I look at them. Their artistry, the serendipitous journey and the inexplicable tidbit that the work is called New York Jazz, every other time I have come across it. Fate.  \n❤️💙💜💛💚', 'id': '5558590147519142_2005974546279700'}, {'created_time': '2022-09-13T22:30:11+0000', 'message': 'I love your paintings and enjoy them daily. Thank you for creating such meaningful pieces❤️', 'id': '5558590147519142_2940069852805865'}, {'created_time': '2022-09-13T16:03:28+0000', 'message': 'We purchased one of your paintings “The Human Condition” at an art show several years ago and LOVE it 😍', 'id': '5558590147519142_415824797137643'}, {'created_time': '2022-09-13T15:56:32+0000', 'message': 'We have several of your gorgeous pieces - had someone here picking up a piece of furniture we were selling, and I wound up taking them on a tour of all the JPW pieces we had - they left with the chair and the website address 😁', 'id': '5558590147519142_391642753132200'}, {'created_time': '2022-09-04T01:08:31+0000', 'message': 'Love your work.  Shared a bit of it with each of my 4 sons last Christmas. ❤️', 'id': '5558590147519142_1231168897679392'}, {'created_time': '2022-09-30T00:36:25+0000', 'message': ""Jean-Pierre Weill - 3D painting on glass so I hope you don't  mind a long story. I had only recently moved to MI, after getting married, and my first Art Fair. Yours was the first booth I came to when I left the library where I had just started work. Amazed, because we had spent our honeymoon at the Outer Banks, NC and had seen your work, but refrained from purchasing because of craziness of moving me to MI from VA. Those had mostly been smaller works, but there in your display was the cityscape with jazz musician and labeled New Orleans. My hometown. And I was in love. I lingered, browsed the Fair, but kept returning. Not sure how New husband would feel about it as it was one of the larger works. Hemmed and hawwed, until offer was made that I take it home for the night and bring it back if I didn't get a whole-hearted thumbs up. I was flabbergasted but so grateful. I also knew, as was probably suspected, that if it went home, it would stay there. So I just bought it. And in the spirit of NOLA, as lagniappe I took the cranes home as well! Pics not geat, we are having work done so it isn't on the wall to be safe."", 'id': '5558590147519142_1076407913042350'}, {'created_time': '2022-09-04T05:03:27+0000', 'message': ""Odd question I'm sure...did you show at the Ann Arbor (Michigan) Art Show in the summer of 2006 or 2007?"", 'id': '5558590147519142_783709416214244'}, {'created_time': '2022-09-30T00:36:40+0000', 'message': '', 'id': '5558590147519142_834335914229845'}, {'created_time': '2022-09-04T14:47:40+0000', 'message': 'I would love the Beatles! Tell me more…', 'id': '5558590147519142_1096952317627133'}, {'created_time': '2022-09-14T15:48:22+0000', 'message': 'Really like your work', 'id': '5558590147519142_1281885689282559'}, {'created_time': '2022-09-14T09:17:19+0000', 'message': 'Someday I will have one', 'id': '5558590147519142_854367548862073'}, {'created_time': '2022-07-03T15:12:37+0000', 'message': '❤️🏆😊👏', 'id': '5558590147519142_563980098616687'}, {'created_time': '2022-09-30T00:38:21+0000', 'message': '', 'id': '5558590147519142_774090507157398'}, {'created_time': '2024-02-02T00:47:06+0000', 'message': 'Hi there! Sorry for the random approach this is a great and beautiful Artwork, You must have other beautiful ones too i would like to purchase some and add to my NFT collections send me a message if you have any available for sale.', 'id': '5558590147519142_759774415661282'}]",ranked,15,True,https://graph.facebook.com/v21.0/124319427612935_5558590147519142/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUnczc1JvZAXAwNkpoZAC1fQTNtVkRLdE1vUzZA5MXNxcERrTFZABbFlTUFEtRHp6N2pJVnU0SzBuM1pSclNVUUdOSnAZD,MTUZD,MQZDZD,1.0
"A dove holding an olive branch tightly in its beak flutters here in 3 dimensions 🕊.

Text from the Biblical story of Noah fills the body of the white bird and transforms this painting into a promise for a better future ✨.

📸: @caitlynnwestt 

#noah #dove #biblicalart #olivebranch #promise #future #3dart",2022-06-27T16:48:19+0000,124319427612935_5552306904814133,[],QVFIUjZADeWlYb3hveXcxZAUN4c3BVQmloNUFUYU5QMjZAnMWczeDlneWg1RmFXZAEhsdWc2UzZAQT0lPbE9rcWg1aU9qTmhhUDdTaGtpcDd2b0RaNFhCLVU2TVpR,QVFIUkNlYUs3aWJFLTBXY1hoc05ZASWpDNEhfTjN1Y2VBaGdyTDNUOW1NNkxUbEtmMF84cUUzS1JOWDU3UGFSd1YxOUIZD,24,True,False,[],chronological,0,True,,,,20.0
,2022-06-13T17:26:38+0000,124319427612935_5512068005504690,[],QVFIUmZA6RVdxWll6d0l2OWNfY1dWVjVCSGJzcWQ0ZA1BZALW1zNmpQeHZAQNWRrQURaZA0hLNW5mamJKRzMtTk52MENGSEh2cnYyakJNdjgzQ1oxR1ZAHOFA2bkZA3,QVFIUno5VkNsWGpGMnB6QVVnTE1BUDNJS2NFZA28yZAzNxclBEaG4xb2pSV1JGNkszeXBCWTQzWFpvSzZANbVp3RjdaU3l4U0NWbUJyNko1OW9WaEFYTjNrNnVR,20,True,False,[],chronological,0,True,,,,
"John Lennon, Paul McCartney, George Harrison, and Ringo Starr were more than a rock band; they represented the 1960s counterculture 🎧. 

This painting is a tribute to their artistry, their way of breaking through the limitations of their time to come up with something unique and original 🎸.

#painting #3dart #beattles",2022-06-13T17:25:50+0000,124319427612935_5512065962171561,[],QVFIUmxhR0g4LUNzZA3hHc2g3ZAE5STmg5SGZAUZA0xKZA3kwWDlXX3ZAvdDA3cXZAETEtYOXRvYkFTdzJpaDJuc05EWm0zcmh3Q3oyRTVwTVdHNjVob2lyeC1vUHJR,QVFIUlpRbi1ZAbkNXZAmV1eHY2Ums3VnlISHZADd1NVelhTTVhYS2xiSG9WUnJPdWg0TVFFZAnkwZAEZA0cHlxZAFZADbDhfWTlIbHhFVnkyM1lOM21KWlZANaVU2Vm1n,23,True,False,[],chronological,0,True,,,,1.0
"The sounds of water are soothing to the soul 🛶.

Venice is permeated by the ambiance created by flowing water 🌊.

As the figures in this scene slide along the canal, their hearts are at peace ☂️.

#jeanpierreweill #3dart #venice #love #italy #canal",2022-06-08T16:02:32+0000,124319427612935_5498010010243823,[],QVFIUnNlVmlNMFIyN0h3c2RwOGktS09CMnBnVnNvdktka2dSRTg5NFRMdEoxSDhJa3pqTUk0cHFieHdtSWdGY3BNTjJzLWdQYkF5dFMydFE0aDdPcHpPRnB3,QVFIUjhuZAXpDNC1BTjlfM182NzdZARjE2LTZAmOFNlV2NlNEtPRXVEcnIxOGdDdjZADTHp4VUhKcmxBMjl2YnlFay04bjREQkg5b2ppQUZAWdlZAQZA3U1Y2hlaTFR,73,True,False,"[{'created_time': '2022-06-08T18:54:40+0000', 'message': 'How much is this? It’s gorgeous!', 'id': '5498010010243823_440956430818013'}, {'created_time': '2022-06-09T18:59:20+0000', 'message': 'Love mine!', 'id': '5498010010243823_345261301075550'}, {'created_time': '2022-06-08T17:21:34+0000', 'message': 'Exquisite', 'id': '5498010010243823_3621572261402426'}]",ranked,3,True,https://graph.facebook.com/v21.0/124319427612935_5498010010243823/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUjhuZAXpDNC1BTjlfM182NzdZARjE2LTZAmOFNlV2NlNEtPRXVEcnIxOGdDdjZADTHp4VUhKcmxBMjl2YnlFay04bjREQkg5b2ppQUZAWdlZAQZA3U1Y2hlaTFR,MwZDZD,MQZDZD,7.0
"The hot and sunny days are upon us ☀️🕶👙🌊🏝. 

Here at JPW we celebrate with our Summer Friends painting ⛱.

#jeanpierreweill #3dart #beach #summer #sandcastle #kids",2022-06-08T15:52:35+0000,124319427612935_5497986533579504,[],QVFIUk1XWTZALVlR2cG5OdkZApN096TjRPY2IybWJfMm5HQnBPemFjdXRCajhxWGVYNUw4Ymg3VUROam5kRlNOWk5HQlUZD,QVFIUlpUYWd2b1Bhcm84a2toa29rMTBUam1VTUpaS3RxUjZAjaTZANX2J2RHRwYzZANQVotM1V4VEVmalZAIY0dnYXRHTVo5cUtlMk5wekYwR09JTDd0cnpfRVp3,42,True,False,[],chronological,0,True,https://graph.facebook.com/v21.0/124319427612935_5497986533579504/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUlpUYWd2b1Bhcm84a2toa29rMTBUam1VTUpaS3RxUjZAjaTZANX2J2RHRwYzZANQVotM1V4VEVmalZAIY0dnYXRHTVo5cUtlMk5wekYwR09JTDd0cnpfRVp3,,,4.0
"We give our best at every moment and our commitment to you includes everything that we promise to each other: to be responsive, stay playful, and always give our best ✨.

#artwork #artstudio #jeanpierreweillart #artfamily #glasspainting",2022-06-06T14:50:20+0000,124319427612935_5491999690844855,[],QVFIUl9VUjlJQWVvV3ZA1NC02T1JwZAWFyRXV5VE1iZA1dZAOTdqaGVtTDFMM0hQVXozNlh5RzgyZAkNacTUzR2pNT3FJTEZA3ZAXZAua2JjVVI4MFA1OXZATOVdFd1lR,QVFIUnZAiazdxOFBQdjNTdTNpNWh1QWs5Vk5iVXZALV1F2ekx2YUNpcWN4NjhoeGk4RkF5Y21RaTBLNEI0dlFSSFZAFZA2JIdWFaeFdlTElpUnNkMUNLTFE5Tndn,39,True,False,[],chronological,0,True,https://graph.facebook.com/v21.0/124319427612935_5491999690844855/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUnZAiazdxOFBQdjNTdTNpNWh1QWs5Vk5iVXZALV1F2ekx2YUNpcWN4NjhoeGk4RkF5Y21RaTBLNEI0dlFSSFZAFZA2JIdWFaeFdlTElpUnNkMUNLTFE5Tndn,,,1.0
"Some behind the scenes of our studio ✨. 

#artstudio #art #paintings #packages",2022-05-31T17:46:30+0000,124319427612935_5474955099215981,[],QVFIUkxFVUJXejRQZAnN6TXFOb2lvRnBPYUNIY295ZA2lzTlRlV1lGWmE5WHRBMVo5R1NvSDQ4OWdTX3ljVnZAXa09ELWc2b0hwWDQxOExUb0VhV0dyYkN0V1hR,QVFIUngzbGVQR05FSktERU1FWUZAWNmFmNHMweDFoYXUtMFFaZATdkUXpGYjhhMWt3cTJfSUpUV09ZAdDI4cllVbXdWNGEtRnlmU3QwWGQ2QUtLc2VXdnF2RnRB,10,True,False,[],chronological,0,True,,,,
,2022-05-31T16:03:58+0000,124319427612935_5474712512573573,[],QVFIUk9neVA0ZAUpJeDFUc3J2eDd5bFhaN2JhcVpIRzMwelVUa1RoZA21Qb3FaMzlVODhuOXVESlItWmNDYmRvVnpYTTdEd3FJcmhkbDFFUkllYXFvamlXT0pB,QVFIUkIxbVFhcG1VUGJYVFoyTWJ2WHNJT3hnTWZAHaGtPWHBYTkpRZATl6X2tsTDNqVWdoMDY2XzREaDJsRXZACOFJfYlNWeU1JZAnc1NEpna2lVWWVoWmZAZAdFhB,13,True,False,"[{'created_time': '2022-05-31T18:59:56+0000', 'message': 'Your paintings are amazing.', 'id': '5474712512573573_319936290307087'}]",ranked,1,True,,MQZDZD,MQZDZD,
"""Wings"" is a unique piece of art, depicting how our mind holds the key to discovery, and books help us take flight ✈️ 🔐. 

What better way to set the mood of your space than with art that has meaning 🖼. 

Swipe to see more details of this 3d painting ✨.

#jeanpierreweill #decor #artwork #painting #glasspainting #books #discovery #imagination",2022-05-25T15:13:10+0000,124319427612935_5456571961054295,[],QVFIUjg4bTFheTE2Ymxab0dFYU9jRE9NOGpIWDc0SVc0NHhBR3Jna1hvQll6U0htOGx1ZAWJMeVdpb2hMZAjFja3Y1TVUtX3l0cUZAlWndyeDdmMFZAvV3RxODl3,QVFIUjBQMWtFV2h4a0pUaFpWVXFWbGxzOGhVZAGVReVR6VXk4WmtsX2JYSDQyWFFTNlBFcEEtQXRKXzJPY3g4cENidncZD,19,True,False,[],ranked,1,True,,,,3.0
"This is Jean-Pierre ✨.

Jean-Pierre founded his studio in 1992, after discovering that he could create 3D paintings by arranging different parts of an image 🎨. 

His technique allows each painting to be enriched by elements of light and shadow, creating a delightful sense of movement 💫.

Jean-Pierre is still creating art and supporting his growing family 🏡.

#3dart #jeanpierrewiell #artstudio #founder",2022-05-11T22:13:18+0000,124319427612935_5415859415125550,[],QVFIUlVuSVhsYjJRSHNmMmFQUG1ROUJMdHBIbUtEc3c5M1dPckx6SVZATQjFuYm5ITTg1dVRtVTNhckMzYy1lTDdrVFkZD,QVFIUjE1VU8tU1Q5UGRNTXcySHZApSDhoNjB6SXdvS0NlQmY1NTlHOWRic2JYaHFnNWRUbW1RME9GUlFwdnVKdUdJM3JaQmpER3N6LXVEaFRpbENhZA25vbGp3,95,True,False,"[{'created_time': '2022-05-12T02:03:02+0000', 'message': 'Shalom from Penang, Malaysia! Love works and have shared about you to as many friends too. God bless you, your growing family and business abundantly. 🙏🏼❤️🇮🇱💙🇮🇱', 'id': '5415859415125550_5416303331747825'}, {'created_time': '2022-05-12T04:34:42+0000', 'message': 'A very talented artist - love Jean-Pierre Weill - 3D painting on glass works! 🥰', 'id': '5415859415125550_367769665316696'}, {'created_time': '2022-05-13T11:48:53+0000', 'message': '...doing so with a beautiful flare!', 'id': '5415859415125550_748938769815203'}, {'created_time': '2022-05-15T20:33:22+0000', 'message': 'Well hello old friend', 'id': '5415859415125550_1043990609852989'}, {'created_time': '2022-05-12T07:15:58+0000', 'message': '', 'id': '5415859415125550_3185651715038737'}]",ranked,5,True,https://graph.facebook.com/v21.0/124319427612935_5415859415125550/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUjE1VU8tU1Q5UGRNTXcySHZApSDhoNjB6SXdvS0NlQmY1NTlHOWRic2JYaHFnNWRUbW1RME9GUlFwdnVKdUdJM3JaQmpER3N6LXVEaFRpbENhZA25vbGp3,NQZDZD,MQZDZD,6.0
"Always wanted to see the behind the scenes on how we put together our 3D paintings 🎨?

We are so happy to host you at our studio in Tokea and show you the ropes 🖌.

Check out our story for more details!",2022-05-09T16:39:43+0000,124319427612935_5409595985751893,[],QVFIUjViUHBIOUxNVlFaTk1ZAOWpfSE9ZAMDZAOa2ZA2b0hyZADJfbWVUYXZAPWElINGV2RDM2S05wM3dLM0NwbVFKT1RaOVlNTkwybUVQendsNThqcVR0SF9wMmNB,QVFIUi1Sa3ZAYUFV2ampnQTNENElnZAy1PazRYaE9GUzVVTWl2NjdNc18xSUU2REZAiaU1vTnRTdEI4WmVQMDNIaExBWlIZD,42,True,False,"[{'created_time': '2022-05-10T00:47:04+0000', 'message': 'AWESOME 😎😎😎', 'id': '5409595985751893_1034511447498724'}]",ranked,2,True,https://graph.facebook.com/v21.0/124319427612935_5409595985751893/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUi1Sa3ZAYUFV2ampnQTNENElnZAy1PazRYaE9GUzVVTWl2NjdNc18xSUU2REZAiaU1vTnRTdEI4WmVQMDNIaExBWlIZD,MQZDZD,MQZDZD,2.0
"This vivid Petite Collection piece is our newest 3D Painting on glass 🎨.

The “Birthday Celebration” is a painting where all the forest animals come together to celebrate you just for being born 🌳.

All the different species of animals are playing many different instruments to make music together celebrating this special day 🎶.

What a good opportunity to gift those you love than with this piece of art on their birthday 🎁. 

#birthday #birthdaygift #3dart",2022-05-04T18:28:18+0000,124319427612935_5395749083803250,[],QVFIUjlBYmpQUmNpdm9GTkJFYWdiZAXNELXZAPTG5RVm1QbXU5LXc0ZA210NzJwX192MHYtdHVuS3BFSmUzemdSYWJ1ZATg4dkRlRlMxRGt1UGJXZAVNPanEzYUVR,QVFIUkZACZAVUtS01IYVBwZAVFlQVhBNWpPTVZAHR2tqeG0tVlJRV3pVUEUwU29ZAU2JVTEtDOUVDbEtJLUkwVzFJQnVvMnRGSlk3c2RyRHJucGMtN1AzdFdvUjF3,18,True,False,[],chronological,0,True,,,,1.0
"It's our biggest Mother's Day Sale ever!
Take 25% OFF on all paintings for an unforgettable gift for mom that she would appreciate so much ⭐️

Shop on our website https://www.jeanpierreweill.com/
Sale ends May 8th",2022-04-27T17:51:36+0000,124319427612935_5376634109048081,[],QVFIUktLQWY5bDAtenBUYlpnZAFExeWxMQ2UtNEhOQXFKWnJFMkRxYmxlcVpBZAEt5eWNNMnkwODZAZAUm13T1NWakE1eTQxUF9hUjRUb0pYNU1aU1M5RlJRb1Nn,QVFIUlRuN3RhMmlpR1lkQnlPc2ktRUFLdWVYbnJ2Sms5WmZAOR2FzRXNyYmVxck1LRk5FSFJFSFFZAUUVxRm1hV1hWQnB1ZAFkxVHo3ZAFJfMllWSk1iazhtMmVB,4,True,False,[],chronological,0,True,,,,
"Hey everyone! As spring is coming, our art studio in Tekoa (15 min drive from Jerusalem) is open to visitors!

✨ 🎨We are a family studio that makes unique 3D paintings on glass, and if you haven't seen it yet, it's definitely worth the trip! 

✨ We love having people come just to enjoy and experience the art but we also have special offers for studio visitors ;) 

☕️🌵🌞You'll be greeted with coffee, and there are beautiful hikes in the area if you're interested in making a full day out of it! 

Contact Davida:
054-264-9499

Open Hours:
Sun-Thurs 9:00-16:00
Friday visits can be arranged upon request

Directions:
Put in Waze Jean-Pierre Weill Studios",2022-04-18T15:46:31+0000,124319427612935_5352121241499368,[],QVFIUlA5Rk5lWXhtNDM3ckNmdkFkSGRKOFg0ckJRQ29QcVpyWVByQWNBSGRCdGpvdEZAMUE15ZA2xqNmxydHRXejBXVVoxZAUVHVlZAYZAVp4Tk5KR21ONHVNbXd3,QVFIUjhETFJtRVZAndVZA4LWNwblpMNFJrMzhFbDAyY3BDMUxQdFVZAQnRjZA1otU3Fxb0dielFjMENLY0VWM1ByblJpbDZAObXZAKUndGY1BJT3ZAlNTRWWTVhM0ln,39,True,False,"[{'created_time': '2022-04-19T13:10:04+0000', 'message': 'That looks just like my Art Class room in my High School . Art teacher Ms. Wise. Loved that class. I got to work in the loft all the time!', 'id': '5352121241499368_5354311491280343'}, {'created_time': '2022-04-18T16:37:07+0000', 'message': 'Wish I could!  Love your work. ❤️', 'id': '5352121241499368_5352225844822241'}]",ranked,2,True,https://graph.facebook.com/v21.0/124319427612935_5352121241499368/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUjhETFJtRVZAndVZA4LWNwblpMNFJrMzhFbDAyY3BDMUxQdFVZAQnRjZA1otU3Fxb0dielFjMENLY0VWM1ByblJpbDZAObXZAKUndGY1BJT3ZAlNTRWWTVhM0ln,MgZDZD,MQZDZD,4.0
"Now you know who really runs this studio! 🐶 

Check out our website for gorgeous 3D glass art pieces featuring your favorite furry friends and pets. ❤️",2022-04-07T16:35:58+0000,124319427612935_5323175907727235,[],QVFIUkMyMzdxU1p2c0FLaE5BV0VXOEJVMkZACWjhBbHlSRFJoeTVLd3RHclh6N2RNNWtJZAXNHMW45RGFsbVoxWmY2RWIZD,QVFIUmxqbFhERWpaLXpXV2IwdFpHVUJZAT2FtZAzhPdFZACdUZAyelkxd1JtZA3RneHdXY3VDT2xKVlFfX04wQ095bjdnSmNTa3g5MTFJaEJvZAUtScHJ1RHZAaR3Fn,25,True,False,[],ranked,1,True,,,,1.0
"To wake up in a beautiful space
When we start our day with a sense of beauty, we are more curious, more eager to engage, more open to possibilities. 

If you live with someone you love, this is an opportunity to show them you care about the space you share. 

This piece of Audrey is particularly special. Audrey Hepburn, voted most beautiful woman in the world, had an inner grace that shone outward. 

“For beautiful eyes, look for the good in others; for beautiful lips, speak only words of kindness; and for poise, walk with the knowledge that you are never alone.” 
~ Audrey

Tag someone that would love this piece 💕

#audreyhepburn #artwork #wallart #3dart #painting #audreyhepburnart #jeanpierreweillpaintings",2022-04-05T15:17:57+0000,124319427612935_5317560241622135,[],QVFIUkdyVmt6Uk9jNE80RWY4eVNEbHVrSXpzcHhSTDNmdVVqbXZA1MG1COVhJRVdpLUtSbW1xQkludTFBXzBrVVRaczZAGOUpfTUhaVTB2UEJwZAUVEZAHZAONFln,QVFIUkdBTUdPMmcwVjFGTWxqbUxEb3c5NFdrMTFWUUJkUEtNQUNFV0pqdDJGclFsY3JOVUg4NHZAWOHp6RVAzNl8wNEQxZAHp1QUxYa2NBeXhKZAWJWX3lzZA1J3,5,True,False,[],chronological,0,True,,,,
"Art made in a environment full of laughter and love is art worth displaying in your home! Wouldn’t you agree? ❤️ 

#art #artwork #artstudio #thisisaworkofart #jeanpierreweillpaintings #jeanpierreweillart",2022-03-28T13:23:22+0000,124319427612935_5295830177128475,[],QVFIUlYtbGxtY3pyQzIwVWp2b3hnRkNjNnpSY3ZATdkZAyekJvakJ1VmdvYTBPRjBjQWl3LXVYQlVnY0NCdm13NVMteGZAMSVgzNS16WF9oczdaYzR6bUR0Wm9R,QVFIUmUydFgycmZAQM3VDU2ZABb1hyaE0wMXE2d05ER05zaHF4bktPejloYThzRDByQ2tCMXNSR0FiR3dXYU91a25kMWQ0c3lIcDMtdnZAtelVYZADAwbDRJY0FB,16,True,False,"[{'created_time': '2023-02-23T00:45:05+0000', 'message': ""Pretty sure that's the same table I have."", 'id': '5295830177128475_1422110561927815'}, {'created_time': '2022-03-28T21:28:24+0000', 'message': 'Yes I have 2 pieces saving up for more💓💓💓', 'id': '5295830177128475_5296775930367233'}]",ranked,2,True,,MgZDZD,MQZDZD,
"We have a gift for you! 

Please share it with your friends and spread the word. 💕

Code: SpreadTheWord",2022-03-10T17:04:40+0000,124319427612935_5248244945220332,[],QVFIUmItUkxpb0ZARQUVXcUpLZAkNTZAEFtYmpDekktMDA3dnV2SUJGMUIzSlRMWnd1UHNraFk3LThuWWkxekt5SWJhMll4Uk45ZAHFVU1p5NnJHNkhFbDZAXM1l3,QVFIUmZAUM2JFdDBIX3BWaGxmMnlhbnlZAazBmenNDYnFZAOUFtU014R1h0cnNaSlQ1Rmk5SDg5ZA1U0eFJ5alhvdDZABbWVSYTg0R2M4dlhVTjBIUTN5RHB4VTRn,4,True,False,[],ranked,1,True,,,,1.0
"At our studio we have two forces that move the world: women and art. 

Happy international women’s day! 

#internationalwomensday #womensday",2022-03-08T19:42:11+0000,124319427612935_5243077582403735,[],QVFIUnJOc3lFQURoa1lxZAERMcVZANcVhLODBNcXh6Nk5rcWFMQ0RQZATBmSWcxdnhEaWxHNGo2bFNfY0dQblRVR3NzaVgZD,QVFIUlc1cThZAbXBfQzJkWjYyRktzTTduR0otUWhRZAzExamNvXzQ2aFU3NlR6OTlreTB0NlRwTnMtdGJaYVF2VHRKQ1UZD,57,True,False,[],chronological,0,True,https://graph.facebook.com/v21.0/124319427612935_5243077582403735/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUlc1cThZAbXBfQzJkWjYyRktzTTduR0otUWhRZAzExamNvXzQ2aFU3NlR6OTlreTB0NlRwTnMtdGJaYVF2VHRKQ1UZD,,,
